"","taxonname","group","year","abundance","relative_abundance","relative_abundance_perc","log_abundance","group2"
"1877","Hydroptila_tineoides","Trichoptera",2015,470,0.02,2,6.15485809401642,"EPT"
"1878","Hydroptila_tineoides","Trichoptera",2016,155,0.01,1,5.04985600724954,"EPT"
"1879","Hydroptila_tineoides","Trichoptera",2017,0,0,0,0,"EPT"
"1880","Hydroptila_tineoides","Trichoptera",2020,158,0,0,5.06890420222023,"EPT"
"1881","Hydroptilidae_Gen._sp.","Trichoptera",2010,0,0,0,0,"EPT"
"1882","Hydroptilidae_Gen._sp.","Trichoptera",2012,0,0,0,0,"EPT"
"1883","Hydroptilidae_Gen._sp.","Trichoptera",2013,0,0,0,0,"EPT"
"1884","Hydroptilidae_Gen._sp.","Trichoptera",2014,0,0,0,0,"EPT"
"1885","Hydroptilidae_Gen._sp.","Trichoptera",2015,8,0,0,2.19722457733622,"EPT"
"1886","Hydroptilidae_Gen._sp.","Trichoptera",2016,0,0,0,0,"EPT"
"1887","Hydroptilidae_Gen._sp.","Trichoptera",2017,0,0,0,0,"EPT"
"1888","Hydroptilidae_Gen._sp.","Trichoptera",2020,0,0,0,0,"EPT"
"1889","Hygrotus_inaequalis_Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1890","Hygrotus_inaequalis_Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"1891","Hygrotus_inaequalis_Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1892","Hygrotus_inaequalis_Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"1893","Hygrotus_inaequalis_Ad.","Coleoptera",2015,1,0,0,0.693147180559945,"Insect"
"1894","Hygrotus_inaequalis_Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"1895","Hygrotus_inaequalis_Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1896","Hygrotus_inaequalis_Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1897","Hyphydrus_ovatus_Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"1898","Hyphydrus_ovatus_Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"1899","Hyphydrus_ovatus_Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"1900","Hyphydrus_ovatus_Ad.","Coleoptera",2014,2,0,0,1.09861228866811,"Insect"
"1901","Hyphydrus_ovatus_Ad.","Coleoptera",2015,1,0,0,0.693147180559945,"Insect"
"1902","Hyphydrus_ovatus_Ad.","Coleoptera",2016,1,0,0,0.693147180559945,"Insect"
"1903","Hyphydrus_ovatus_Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"1904","Hyphydrus_ovatus_Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"1905","Ilybius_sp._Ad.","Coleoptera",2010,1,0,0,0.693147180559945,"Insect"
"1906","Ilybius_sp._Ad.","Coleoptera",2012,113,0,0,4.7361984483945,"Insect"
"1907","Ilybius_sp._Ad.","Coleoptera",2013,106,0,0,4.67282883446191,"Insect"
"1908","Ilybius_sp._Ad.","Coleoptera",2014,54,0,0,4.00733318523247,"Insect"
"1909","Ilybius_sp._Ad.","Coleoptera",2015,21,0,0,3.09104245335832,"Insect"
"1910","Ilybius_sp._Ad.","Coleoptera",2016,33,0,0,3.52636052461616,"Insect"
"1911","Ilybius_sp._Ad.","Coleoptera",2017,38,0,0,3.66356164612965,"Insect"
"1912","Ilybius_sp._Ad.","Coleoptera",2020,20,0,0,3.04452243772342,"Insect"
"1913","Ilyocoris_cimicoides_ssp.","Hemiptera",2010,5,0,0,1.79175946922805,"Insect"
"1914","Ilyocoris_cimicoides_ssp.","Hemiptera",2012,2,0,0,1.09861228866811,"Insect"
"1915","Ilyocoris_cimicoides_ssp.","Hemiptera",2013,0,0,0,0,"Insect"
"1916","Ilyocoris_cimicoides_ssp.","Hemiptera",2014,37,0,0,3.63758615972639,"Insect"
"1917","Ilyocoris_cimicoides_ssp.","Hemiptera",2015,4,0,0,1.6094379124341,"Insect"
"1918","Ilyocoris_cimicoides_ssp.","Hemiptera",2016,16,0,0,2.83321334405622,"Insect"
"1919","Ilyocoris_cimicoides_ssp.","Hemiptera",2017,1,0,0,0.693147180559945,"Insect"
"1920","Ilyocoris_cimicoides_ssp.","Hemiptera",2020,5,0,0,1.79175946922805,"Insect"
"1921","Ischnura_elegans","Odonata",2010,0,0,0,0,"Insect"
"1922","Ischnura_elegans","Odonata",2012,0,0,0,0,"Insect"
"1923","Ischnura_elegans","Odonata",2013,34,0,0,3.55534806148941,"Insect"
"1924","Ischnura_elegans","Odonata",2014,14,0,0,2.70805020110221,"Insect"
"1925","Ischnura_elegans","Odonata",2015,30,0,0,3.43398720448515,"Insect"
"1926","Ischnura_elegans","Odonata",2016,29,0,0,3.40119738166216,"Insect"
"1927","Ischnura_elegans","Odonata",2017,16,0,0,2.83321334405622,"Insect"
"1928","Ischnura_elegans","Odonata",2020,1,0,0,0.693147180559945,"Insect"
"1929","Ischnura_pumilio","Odonata",2010,3,0,0,1.38629436111989,"Insect"
"1930","Ischnura_pumilio","Odonata",2012,13,0,0,2.63905732961526,"Insect"
"1931","Ischnura_pumilio","Odonata",2013,3,0,0,1.38629436111989,"Insect"
"1932","Ischnura_pumilio","Odonata",2014,9,0,0,2.30258509299405,"Insect"
"1933","Ischnura_pumilio","Odonata",2015,0,0,0,0,"Insect"
"1934","Ischnura_pumilio","Odonata",2016,2,0,0,1.09861228866811,"Insect"
"1935","Ischnura_pumilio","Odonata",2017,12,0,0,2.56494935746154,"Insect"
"1936","Ischnura_pumilio","Odonata",2020,20,0,0,3.04452243772342,"Insect"
"1937","Ischnura_sp.","Odonata",2010,4,0,0,1.6094379124341,"Insect"
"1938","Ischnura_sp.","Odonata",2012,2,0,0,1.09861228866811,"Insect"
"1939","Ischnura_sp.","Odonata",2013,6,0,0,1.94591014905531,"Insect"
"1940","Ischnura_sp.","Odonata",2014,0,0,0,0,"Insect"
"1941","Ischnura_sp.","Odonata",2015,0,0,0,0,"Insect"
"1942","Ischnura_sp.","Odonata",2016,0,0,0,0,"Insect"
"1943","Ischnura_sp.","Odonata",2017,0,0,0,0,"Insect"
"1944","Ischnura_sp.","Odonata",2020,0,0,0,0,"Insect"
"1945","Isogenus_nubecula","Plecoptera",2010,0,0,0,0,"EPT"
"1946","Isogenus_nubecula","Plecoptera",2012,0,0,0,0,"EPT"
"1947","Isogenus_nubecula","Plecoptera",2013,2,0,0,1.09861228866811,"EPT"
"1948","Isogenus_nubecula","Plecoptera",2014,0,0,0,0,"EPT"
"1949","Isogenus_nubecula","Plecoptera",2015,0,0,0,0,"EPT"
"1950","Isogenus_nubecula","Plecoptera",2016,0,0,0,0,"EPT"
"1951","Isogenus_nubecula","Plecoptera",2017,0,0,0,0,"EPT"
"1952","Isogenus_nubecula","Plecoptera",2020,0,0,0,0,"EPT"
"1953","Isoperla_difformis","Plecoptera",2010,0,0,0,0,"EPT"
"1954","Isoperla_difformis","Plecoptera",2012,0,0,0,0,"EPT"
"1955","Isoperla_difformis","Plecoptera",2013,0,0,0,0,"EPT"
"1956","Isoperla_difformis","Plecoptera",2014,0,0,0,0,"EPT"
"1957","Isoperla_difformis","Plecoptera",2015,0,0,0,0,"EPT"
"1958","Isoperla_difformis","Plecoptera",2016,6,0,0,1.94591014905531,"EPT"
"1959","Isoperla_difformis","Plecoptera",2017,16,0,0,2.83321334405622,"EPT"
"1960","Isoperla_difformis","Plecoptera",2020,0,0,0,0,"EPT"
"1961","Isoperla_grammatica","Plecoptera",2010,77,0,0,4.35670882668959,"EPT"
"1962","Isoperla_grammatica","Plecoptera",2012,70,0,0,4.26267987704132,"EPT"
"1963","Isoperla_grammatica","Plecoptera",2013,232,0.01,1,5.4510384535657,"EPT"
"1964","Isoperla_grammatica","Plecoptera",2014,297,0.01,1,5.6970934865054,"EPT"
"1965","Isoperla_grammatica","Plecoptera",2015,57,0,0,4.06044301054642,"EPT"
"1966","Isoperla_grammatica","Plecoptera",2016,194,0.01,1,5.27299955856375,"EPT"
"1967","Isoperla_grammatica","Plecoptera",2017,61,0,0,4.12713438504509,"EPT"
"1968","Isoperla_grammatica","Plecoptera",2020,50,0,0,3.93182563272433,"EPT"
"1969","Isoperla_obscura","Plecoptera",2010,0,0,0,0,"EPT"
"1970","Isoperla_obscura","Plecoptera",2012,0,0,0,0,"EPT"
"1971","Isoperla_obscura","Plecoptera",2013,0,0,0,0,"EPT"
"1972","Isoperla_obscura","Plecoptera",2014,0,0,0,0,"EPT"
"1973","Isoperla_obscura","Plecoptera",2015,0,0,0,0,"EPT"
"1974","Isoperla_obscura","Plecoptera",2016,0,0,0,0,"EPT"
"1975","Isoperla_obscura","Plecoptera",2017,1,0,0,0.693147180559945,"EPT"
"1976","Isoperla_obscura","Plecoptera",2020,0,0,0,0,"EPT"
"1977","Isoperla_sp.","Plecoptera",2010,0,0,0,0,"EPT"
"1978","Isoperla_sp.","Plecoptera",2012,22,0,0,3.13549421592915,"EPT"
"1979","Isoperla_sp.","Plecoptera",2013,0,0,0,0,"EPT"
"1980","Isoperla_sp.","Plecoptera",2014,6,0,0,1.94591014905531,"EPT"
"1981","Isoperla_sp.","Plecoptera",2015,2,0,0,1.09861228866811,"EPT"
"1982","Isoperla_sp.","Plecoptera",2016,8,0,0,2.19722457733622,"EPT"
"1983","Isoperla_sp.","Plecoptera",2017,101,0,0,4.62497281328427,"EPT"
"1984","Isoperla_sp.","Plecoptera",2020,0,0,0,0,"EPT"
"1985","Isoptena_serricornis","Plecoptera",2010,0,0,0,0,"EPT"
"1986","Isoptena_serricornis","Plecoptera",2012,0,0,0,0,"EPT"
"1987","Isoptena_serricornis","Plecoptera",2013,0,0,0,0,"EPT"
"1988","Isoptena_serricornis","Plecoptera",2014,1,0,0,0.693147180559945,"EPT"
"1989","Isoptena_serricornis","Plecoptera",2015,0,0,0,0,"EPT"
"1990","Isoptena_serricornis","Plecoptera",2016,0,0,0,0,"EPT"
"1991","Isoptena_serricornis","Plecoptera",2017,0,0,0,0,"EPT"
"1992","Isoptena_serricornis","Plecoptera",2020,0,0,0,0,"EPT"
"1993","Ithytrichia_lamellaris","Trichoptera",2010,0,0,0,0,"EPT"
"1994","Ithytrichia_lamellaris","Trichoptera",2012,284,0.01,1,5.65248918026865,"EPT"
"1995","Ithytrichia_lamellaris","Trichoptera",2013,537,0.02,2,6.28785856016178,"EPT"
"1996","Ithytrichia_lamellaris","Trichoptera",2014,21,0,0,3.09104245335832,"EPT"
"1997","Ithytrichia_lamellaris","Trichoptera",2015,160,0.01,1,5.08140436498446,"EPT"
"1998","Ithytrichia_lamellaris","Trichoptera",2016,91,0,0,4.52178857704904,"EPT"
"1999","Ithytrichia_lamellaris","Trichoptera",2017,163,0.01,1,5.0998664278242,"EPT"
"2000","Ithytrichia_lamellaris","Trichoptera",2020,422,0.01,1,6.04737217904628,"EPT"
"2001","Kageronia_fuscogrisea","Ephemeroptera",2010,96,0.01,1,4.57471097850338,"Ephemeroptera"
"2002","Kageronia_fuscogrisea","Ephemeroptera",2012,206,0.01,1,5.33271879326537,"Ephemeroptera"
"2003","Kageronia_fuscogrisea","Ephemeroptera",2013,145,0,0,4.98360662170834,"Ephemeroptera"
"2004","Kageronia_fuscogrisea","Ephemeroptera",2014,131,0,0,4.88280192258637,"Ephemeroptera"
"2005","Kageronia_fuscogrisea","Ephemeroptera",2015,93,0,0,4.54329478227,"Ephemeroptera"
"2006","Kageronia_fuscogrisea","Ephemeroptera",2016,1,0,0,0.693147180559945,"Ephemeroptera"
"2007","Kageronia_fuscogrisea","Ephemeroptera",2017,33,0,0,3.52636052461616,"Ephemeroptera"
"2008","Kageronia_fuscogrisea","Ephemeroptera",2020,24,0,0,3.2188758248682,"Ephemeroptera"
"2009","Laccobius_sp._Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"2010","Laccobius_sp._Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"2011","Laccobius_sp._Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"2012","Laccobius_sp._Ad.","Coleoptera",2014,0,0,0,0,"Insect"
"2013","Laccobius_sp._Ad.","Coleoptera",2015,2,0,0,1.09861228866811,"Insect"
"2014","Laccobius_sp._Ad.","Coleoptera",2016,0,0,0,0,"Insect"
"2015","Laccobius_sp._Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"2016","Laccobius_sp._Ad.","Coleoptera",2020,0,0,0,0,"Insect"
"2017","Laccophilus_hyalinus_Ad.","Coleoptera",2010,5,0,0,1.79175946922805,"Insect"
"2018","Laccophilus_hyalinus_Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"2019","Laccophilus_hyalinus_Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"2020","Laccophilus_hyalinus_Ad.","Coleoptera",2014,4,0,0,1.6094379124341,"Insect"
"2021","Laccophilus_hyalinus_Ad.","Coleoptera",2015,3,0,0,1.38629436111989,"Insect"
"2022","Laccophilus_hyalinus_Ad.","Coleoptera",2016,2,0,0,1.09861228866811,"Insect"
"2023","Laccophilus_hyalinus_Ad.","Coleoptera",2017,8,0,0,2.19722457733622,"Insect"
"2024","Laccophilus_hyalinus_Ad.","Coleoptera",2020,3,0,0,1.38629436111989,"Insect"
"2025","Laccophilus_sp._Ad.","Coleoptera",2010,0,0,0,0,"Insect"
"2026","Laccophilus_sp._Ad.","Coleoptera",2012,0,0,0,0,"Insect"
"2027","Laccophilus_sp._Ad.","Coleoptera",2013,0,0,0,0,"Insect"
"2028","Laccophilus_sp._Ad.","Coleoptera",2014,5,0,0,1.79175946922805,"Insect"
"2029","Laccophilus_sp._Ad.","Coleoptera",2015,9,0,0,2.30258509299405,"Insect"
"2030","Laccophilus_sp._Ad.","Coleoptera",2016,32,0,0,3.49650756146648,"Insect"
"2031","Laccophilus_sp._Ad.","Coleoptera",2017,0,0,0,0,"Insect"
"2032","Laccophilus_sp._Ad.","Coleoptera",2020,28,0,0,3.36729582998647,"Insect"
"2033","Lepidostoma_basale","Trichoptera",2010,730,0.05,5,6.59441345974978,"EPT"
"2034","Lepidostoma_basale","Trichoptera",2012,128,0,0,4.85981240436167,"EPT"
"2035","Lepidostoma_basale","Trichoptera",2013,49,0,0,3.91202300542815,"EPT"
"2036","Lepidostoma_basale","Trichoptera",2014,180,0.01,1,5.19849703126583,"EPT"
"2037","Lepidostoma_basale","Trichoptera",2015,136,0.01,1,4.91998092582813,"EPT"
"2038","Lepidostoma_basale","Trichoptera",2016,42,0,0,3.76120011569356,"EPT"
"2039","Lepidostoma_basale","Trichoptera",2017,8,0,0,2.19722457733622,"EPT"
"2040","Lepidostoma_basale","Trichoptera",2020,0,0,0,0,"EPT"
"2041","Lepidostoma_hirtum","Trichoptera",2010,36,0,0,3.61091791264422,"EPT"
"2042","Lepidostoma_hirtum","Trichoptera",2012,54,0,0,4.00733318523247,"EPT"
"2043","Lepidostoma_hirtum","Trichoptera",2013,393,0.01,1,5.97635090929793,"EPT"
"2044","Lepidostoma_hirtum","Trichoptera",2014,591,0.02,2,6.38350663488401,"EPT"
"2045","Lepidostoma_hirtum","Trichoptera",2015,157,0.01,1,5.06259503302697,"EPT"
"2046","Lepidostoma_hirtum","Trichoptera",2016,133,0,0,4.89783979995091,"EPT"
"2047","Lepidostoma_hirtum","Trichoptera",2017,22,0,0,3.13549421592915,"EPT"
"2048","Lepidostoma_hirtum","Trichoptera",2020,11,0,0,2.484906649788,"EPT"
"2049","Leptoceridae_Gen._sp.","Trichoptera",2010,4,0,0,1.6094379124341,"EPT"
"2050","Leptoceridae_Gen._sp.","Trichoptera",2012,4,0,0,1.6094379124341,"EPT"
"2051","Leptoceridae_Gen._sp.","Trichoptera",2013,4,0,0,1.6094379124341,"EPT"
"2052","Leptoceridae_Gen._sp.","Trichoptera",2014,0,0,0,0,"EPT"
"2053","Leptoceridae_Gen._sp.","Trichoptera",2015,0,0,0,0,"EPT"
"2054","Leptoceridae_Gen._sp.","Trichoptera",2016,0,0,0,0,"EPT"
"2055","Leptoceridae_Gen._sp.","Trichoptera",2017,4,0,0,1.6094379124341,"EPT"
"2056","Leptoceridae_Gen._sp.","Trichoptera",2020,0,0,0,0,"EPT"
"2057","Leptocerus_interruptus","Trichoptera",2010,0,0,0,0,"EPT"
"2058","Leptocerus_interruptus","Trichoptera",2012,757,0.02,2,6.63068338564237,"EPT"
"2059","Leptocerus_interruptus","Trichoptera",2013,17,0,0,2.89037175789616,"EPT"
"2060","Leptocerus_interruptus","Trichoptera",2014,703,0.02,2,6.55677835615804,"EPT"
"2061","Leptocerus_interruptus","Trichoptera",2015,0,0,0,0,"EPT"
"2062","Leptocerus_interruptus","Trichoptera",2016,55,0,0,4.02535169073515,"EPT"
"2063","Leptocerus_interruptus","Trichoptera",2017,1,0,0,0.693147180559945,"EPT"
"2064","Leptocerus_interruptus","Trichoptera",2020,0,0,0,0,"EPT"
"2065","Leptocerus_sp.","Trichoptera",2010,1,0,0,0.693147180559945,"EPT"
"2066","Leptocerus_sp.","Trichoptera",2012,0,0,0,0,"EPT"
"2067","Leptocerus_sp.","Trichoptera",2013,0,0,0,0,"EPT"
"2068","Leptocerus_sp.","Trichoptera",2014,0,0,0,0,"EPT"
"2069","Leptocerus_sp.","Trichoptera",2015,0,0,0,0,"EPT"
"2070","Leptocerus_sp.","Trichoptera",2016,0,0,0,0,"EPT"
"2071","Leptocerus_sp.","Trichoptera",2017,0,0,0,0,"EPT"
"2072","Leptocerus_sp.","Trichoptera",2020,0,0,0,0,"EPT"
"2073","Leptocerus_tineiformis","Trichoptera",2010,0,0,0,0,"EPT"
"2074","Leptocerus_tineiformis","Trichoptera",2012,387,0.01,1,5.96100533962327,"EPT"
"2075","Leptocerus_tineiformis","Trichoptera",2013,31,0,0,3.46573590279973,"EPT"
"2076","Leptocerus_tineiformis","Trichoptera",2014,59,0,0,4.0943445622221,"EPT"
"2077","Leptocerus_tineiformis","Trichoptera",2015,62,0,0,4.14313472639153,"EPT"
"2078","Leptocerus_tineiformis","Trichoptera",2016,98,0,0,4.59511985013459,"EPT"
"2079","Leptocerus_tineiformis","Trichoptera",2017,25,0,0,3.25809653802148,"EPT"
"2080","Leptocerus_tineiformis","Trichoptera",2020,23,0,0,3.17805383034795,"EPT"
"2081","Leptophlebia_marginata","Ephemeroptera",2010,1,0,0,0.693147180559945,"Ephemeroptera"
"2082","Leptophlebia_marginata","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"2083","Leptophlebia_marginata","Ephemeroptera",2013,38,0,0,3.66356164612965,"Ephemeroptera"
"2084","Leptophlebia_marginata","Ephemeroptera",2014,44,0,0,3.80666248977032,"Ephemeroptera"
"2085","Leptophlebia_marginata","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"2086","Leptophlebia_marginata","Ephemeroptera",2016,0,0,0,0,"Ephemeroptera"
"2087","Leptophlebia_marginata","Ephemeroptera",2017,50,0,0,3.93182563272433,"Ephemeroptera"
"2088","Leptophlebia_marginata","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"2089","Leptophlebia_sp.","Ephemeroptera",2010,0,0,0,0,"Ephemeroptera"
"2090","Leptophlebia_sp.","Ephemeroptera",2012,0,0,0,0,"Ephemeroptera"
"2091","Leptophlebia_sp.","Ephemeroptera",2013,4,0,0,1.6094379124341,"Ephemeroptera"
"2092","Leptophlebia_sp.","Ephemeroptera",2014,0,0,0,0,"Ephemeroptera"
"2093","Leptophlebia_sp.","Ephemeroptera",2015,0,0,0,0,"Ephemeroptera"
"2094","Leptophlebia_sp.","Ephemeroptera",2016,1,0,0,0.693147180559945,"Ephemeroptera"
"2095","Leptophlebia_sp.","Ephemeroptera",2017,0,0,0,0,"Ephemeroptera"
"2096","Leptophlebia_sp.","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"2097","Leptophlebia_vespertina","Ephemeroptera",2010,0,0,0,0,"Ephemeroptera"
"2098","Leptophlebia_vespertina","Ephemeroptera",2012,126,0,0,4.84418708645859,"Ephemeroptera"
"2099","Leptophlebia_vespertina","Ephemeroptera",2013,175,0,0,5.17048399503815,"Ephemeroptera"
"2100","Leptophlebia_vespertina","Ephemeroptera",2014,67,0,0,4.21950770517611,"Ephemeroptera"
"2101","Leptophlebia_vespertina","Ephemeroptera",2015,27,0,0,3.3322045101752,"Ephemeroptera"
"2102","Leptophlebia_vespertina","Ephemeroptera",2016,25,0,0,3.25809653802148,"Ephemeroptera"
"2103","Leptophlebia_vespertina","Ephemeroptera",2017,849,0.03,3,6.74523634948436,"Ephemeroptera"
"2104","Leptophlebia_vespertina","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"2105","Leptophlebiidae_Gen._sp.","Ephemeroptera",2010,72,0,0,4.29045944114839,"Ephemeroptera"
"2106","Leptophlebiidae_Gen._sp.","Ephemeroptera",2012,33,0,0,3.52636052461616,"Ephemeroptera"
"2107","Leptophlebiidae_Gen._sp.","Ephemeroptera",2013,11,0,0,2.484906649788,"Ephemeroptera"
"2108","Leptophlebiidae_Gen._sp.","Ephemeroptera",2014,21,0,0,3.09104245335832,"Ephemeroptera"
"2109","Leptophlebiidae_Gen._sp.","Ephemeroptera",2015,35,0,0,3.58351893845611,"Ephemeroptera"
"2110","Leptophlebiidae_Gen._sp.","Ephemeroptera",2016,6,0,0,1.94591014905531,"Ephemeroptera"
"2111","Leptophlebiidae_Gen._sp.","Ephemeroptera",2017,0,0,0,0,"Ephemeroptera"
"2112","Leptophlebiidae_Gen._sp.","Ephemeroptera",2020,0,0,0,0,"Ephemeroptera"
"2113","Lestes_sp.","Odonata",2010,0,0,0,0,"Insect"
"2114","Lestes_sp.","Odonata",2012,1,0,0,0.693147180559945,"Insect"
"2115","Lestes_sp.","Odonata",2013,0,0,0,0,"Insect"
"2116","Lestes_sp.","Odonata",2014,0,0,0,0,"Insect"
"2117","Lestes_sp.","Odonata",2015,7,0,0,2.07944154167984,"Insect"
"2118","Lestes_sp.","Odonata",2016,0,0,0,0,"Insect"
"2119","Lestes_sp.","Odonata",2017,2,0,0,1.09861228866811,"Insect"
"2120","Lestes_sp.","Odonata",2020,11,0,0,2.484906649788,"Insect"
"2121","Lestidae_Gen._sp.","Odonata",2010,1,0,0,0.693147180559945,"Insect"
"2122","Lestidae_Gen._sp.","Odonata",2012,0,0,0,0,"Insect"
"2123","Lestidae_Gen._sp.","Odonata",2013,0,0,0,0,"Insect"
"2124","Lestidae_Gen._sp.","Odonata",2014,0,0,0,0,"Insect"
"2125","Lestidae_Gen._sp.","Odonata",2015,0,0,0,0,"Insect"
"2126","Lestidae_Gen._sp.","Odonata",2016,0,0,0,0,"Insect"
"2127","Lestidae_Gen._sp.","Odonata",2017,0,0,0,0,"Insect"
"2128","Lestidae_Gen._sp.","Odonata",2020,0,0,0,0,"Insect"
"2129","Leuctra_digitata","Plecoptera",2010,0,0,0,0,"EPT"
"2130","Leuctra_digitata","Plecoptera",2012,0,0,0,0,"EPT"
"2131","Leuctra_digitata","Plecoptera",2013,0,0,0,0,"EPT"
"2132","Leuctra_digitata","Plecoptera",2014,0,0,0,0,"EPT"
"2133","Leuctra_digitata","Plecoptera",2015,0,0,0,0,"EPT"
"2134","Leuctra_digitata","Plecoptera",2016,0,0,0,0,"EPT"
"2135","Leuctra_digitata","Plecoptera",2017,0,0,0,0,"EPT"
"2136","Leuctra_digitata","Plecoptera",2020,39,0,0,3.68887945411394,"EPT"
"2137","Leuctra_fusca_ssp.","Plecoptera",2010,0,0,0,0,"EPT"
"2138","Leuctra_fusca_ssp.","Plecoptera",2012,0,0,0,0,"EPT"
"2139","Leuctra_fusca_ssp.","Plecoptera",2013,4,0,0,1.6094379124341,"EPT"
"2140","Leuctra_fusca_ssp.","Plecoptera",2014,0,0,0,0,"EPT"
"2141","Leuctra_fusca_ssp.","Plecoptera",2015,0,0,0,0,"EPT"
"2142","Leuctra_fusca_ssp.","Plecoptera",2016,0,0,0,0,"EPT"
"2143","Leuctra_fusca_ssp.","Plecoptera",2017,0,0,0,0,"EPT"
"2144","Leuctra_fusca_ssp.","Plecoptera",2020,0,0,0,0,"EPT"
"2145","Leuctra_hippopus","Plecoptera",2010,9,0,0,2.30258509299405,"EPT"
"2146","Leuctra_hippopus","Plecoptera",2012,0,0,0,0,"EPT"
"2147","Leuctra_hippopus","Plecoptera",2013,0,0,0,0,"EPT"
"2148","Leuctra_hippopus","Plecoptera",2014,0,0,0,0,"EPT"
"2149","Leuctra_hippopus","Plecoptera",2015,0,0,0,0,"EPT"
"2150","Leuctra_hippopus","Plecoptera",2016,25,0,0,3.25809653802148,"EPT"
"2151","Leuctra_hippopus","Plecoptera",2017,0,0,0,0,"EPT"
"2152","Leuctra_hippopus","Plecoptera",2020,0,0,0,0,"EPT"
"2153","Leuctra_nigra","Plecoptera",2010,0,0,0,0,"EPT"
"2154","Leuctra_nigra","Plecoptera",2012,0,0,0,0,"EPT"
"2155","Leuctra_nigra","Plecoptera",2013,18,0,0,2.94443897916644,"EPT"
"2156","Leuctra_nigra","Plecoptera",2014,0,0,0,0,"EPT"
"2157","Leuctra_nigra","Plecoptera",2015,0,0,0,0,"EPT"
"2158","Leuctra_nigra","Plecoptera",2016,0,0,0,0,"EPT"
"2159","Leuctra_nigra","Plecoptera",2017,0,0,0,0,"EPT"
"2160","Leuctra_nigra","Plecoptera",2020,0,0,0,0,"EPT"
"2161","Leuctra_sp.","Plecoptera",2010,67,0,0,4.21950770517611,"EPT"
"2162","Leuctra_sp.","Plecoptera",2012,3,0,0,1.38629436111989,"EPT"
"2163","Leuctra_sp.","Plecoptera",2013,285,0.01,1,5.65599181081985,"EPT"
"2164","Leuctra_sp.","Plecoptera",2014,476,0.01,1,6.16751649088834,"EPT"
"2165","Leuctra_sp.","Plecoptera",2015,81,0,0,4.40671924726425,"EPT"
"2166","Leuctra_sp.","Plecoptera",2016,571,0.02,2,6.3491389913798,"EPT"
"2167","Leuctra_sp.","Plecoptera",2017,61,0,0,4.12713438504509,"EPT"
"2168","Leuctra_sp.","Plecoptera",2020,27,0,0,3.3322045101752,"EPT"
"2169","Libellula_quadrimaculata","Odonata",2010,0,0,0,0,"Insect"
"2170","Libellula_quadrimaculata","Odonata",2012,0,0,0,0,"Insect"
"2171","Libellula_quadrimaculata","Odonata",2013,5,0,0,1.79175946922805,"Insect"
"2172","Libellula_quadrimaculata","Odonata",2014,0,0,0,0,"Insect"
"2173","Libellula_quadrimaculata","Odonata",2015,0,0,0,0,"Insect"
"2174","Libellula_quadrimaculata","Odonata",2016,0,0,0,0,"Insect"
"2175","Libellula_quadrimaculata","Odonata",2017,0,0,0,0,"Insect"
"2176","Libellula_quadrimaculata","Odonata",2020,0,0,0,0,"Insect"
"2177","Libellula_sp.","Odonata",2010,0,0,0,0,"Insect"
"2178","Libellula_sp.","Odonata",2012,0,0,0,0,"Insect"
"2179","Libellula_sp.","Odonata",2013,0,0,0,0,"Insect"
"2180","Libellula_sp.","Odonata",2014,1,0,0,0.693147180559945,"Insect"
"2181","Libellula_sp.","Odonata",2015,1,0,0,0.693147180559945,"Insect"
"2182","Libellula_sp.","Odonata",2016,0,0,0,0,"Insect"
"2183","Libellula_sp.","Odonata",2017,0,0,0,0,"Insect"
"2184","Libellula_sp.","Odonata",2020,0,0,0,0,"Insect"
"2185","Limnephilidae_Gen._sp.","Trichoptera",2010,14,0,0,2.70805020110221,"EPT"
"2186","Limnephilidae_Gen._sp.","Trichoptera",2012,16,0,0,2.83321334405622,"EPT"
"2187","Limnephilidae_Gen._sp.","Trichoptera",2013,1,0,0,0.693147180559945,"EPT"
"2188","Limnephilidae_Gen._sp.","Trichoptera",2014,20,0,0,3.04452243772342,"EPT"
"2189","Limnephilidae_Gen._sp.","Trichoptera",2015,3,0,0,1.38629436111989,"EPT"
